Partner,Circuit ID,Billing Circuit ID,Deactivated Circuit ID,Client_Type,Client Name,Installation Date,Building/Hub ID,Building/Hub Name,Latitude,Longitude,Town/Location/Area,County,Region,Region Classification,Technology,Service Provider,Service Type,IP Address,VLAN,Aggregation Point,Bandwidth,Contact Person,Phone number,Email Address,Client Name.1,Phone,Email,Unnamed: 20,Aggregation Point ,Contact Person 
Bens,95012236,95012236,,,CO-OPERATIVE BANK-MPEKETONI ,,14052_CO_EL1055,Lamu North,S 02 23 18.1    ,E 040 41 49.9,Mpeketoni,Lamu,Coast,Hardship,Ceragon,SFC,WAN/IP MPLS,172.30.44.94 ,33679,Malindi Shella,2Mbps,Renson Alakonya/Shaban Rashid-local contact/ Patience Komora, 0728-602196/0725585470/ 0711959182,srashid@co-opbank.co.ke / pkomora@co-opbank.co.ke,,,,,,
Bens,95044780,95044780,,,NATIONAL COUNCIL FOR PEOPLE WITH DISABILITIES – TANA RIVER ,,13105_MK_EU1650,HOLA TOWN,S 1 29 55.3     ,E 40 1 54.3    ,Hola,Tana River,Coast,Hardship,Ceragon,SFC,WAN/IP MPLS,172.30.44.206 ,2832,Malindi Shella,1MB,MOHAMMED MOHAMUD HUSSEIN ,713202871,mohamedhussein@ncpwd.go.ke / mmudsen@gmail.com,,,,,,
Bens,95041093,95041093,,,MALINDI WATER & SEWERAGE COMPANY-MPLS (Marafa),,13098_CO_EL0994,Marafa Town,S 3 1 59.41 ,E39 57 46.45,Marafa,Kilifi,Coast,Difficult,Radwin,SFC,WAN/IP MPLS,172.30.115.242 ,3531,Malindi Shella,1MB,JIMMY WANJE   , 0726 863 971,j.wanje@malindiwater.co.ke,,,,,,
Bens,95014486,95014486,,Platinum,KCB MPEKETONI,,14052_CO_EL1055,Lamu North,S 02 23 19.01 , E 040 41 56.55,Mpeketoni,Lamu,Coast,Hardship,Radwin,SFC,WAN/IP MPLS,172.29.13.214 ,3102,Malindi Shella,,Kahindi Bayah / PAUL / Elijah - local contact,0711529559 / 711012147 / 0728467512,mgropsmpeketoni@kcbgroup.com / pochola@kcb.co.ke,,,,,,
Bens,95013173,95013173,,Platinum, KCB LAMU,,13111_CO_EL1020,Lamu_Exchange,"2°16'4.48""S  ","40°54'8.77""E",LAMU,Lamu,Coast,Hardship,Ceragon,SFC,WAN/IP MPLS,172.29.13.18,3395,Malindi Shella,1mb,Eric Suprinoh / Elias Onyango / Belinda,"0720322193 /  0723880292 / 0711012876, 0723377142",itsupport@kcb.co.ke,,,,,,
Bens,95005324,95005324,,Platinum, KCB HOLA,,13105_MK_EU1650,HOLA TOWN,S 01 29 29.41 , E 040 02 14.92,Hola,Tana River,Coast,Hardship,Ceragon,SFC,WAN/IP MPLS,172.29.10.10 ,3242,Malindi Shella,,Fred Okeyo / Richard Chilumo / Paul Ochola,0721849559 / 0717296256 / 711012147,mgropshola@kcbgroup.com /  pochola@kcb.co.ke / rchilumo@kcb.co.ke,,,,,,
Bens,95002148,95002148,,Platinum,EQUITY  BANK-MPEKETONI,,14052_CO_EL1055,Lamu North,S 2 23 16.2  ,E 40 41 50.91,mpeketoni,Lamu,Coast,Hardship,Radwin,SFC,WAN/IP MPLS,172.27.5.134,397,Malindi Shella,,AZIZ / Gabriel Dalu-local contact, 0763875090 / 0763138900,stan.ngure@equitybank.co.ke / gabriel.dalu@equitybank.co.ke,,,,,,
Bens,95003418,95003418,,,EQUITY BANK HOLA,,13105_MK_EU1650,HOLA TOWN,S 01 29 50.16,E 040 02 26.51,hola,Tana River,Coast,Hardship,Radwin,SFC,PTP,172.27.5.129,,Malindi Shella,,office / local contact: Evans Ngeno,"0720584859, 0722780918 / 0763461665",networksupport@equity.co.ke / local contact: evans.ngeno@equitybank.co.ke,,,,,,
Bens,95013507,95013507,,Platinum,EQUITY BANK LAMU,,14052_CO_EL1055,Lamu North,S 02 16 32.60,E 040 54 29.51,Lamu,Lamu,Coast,Hardship,Ceragon,SFC,WAN/IP MPLS,172.27.4.222 ,323,Malindi Shella,,Derick / Patrick Wachira /  JOHN MWANGI / Hawa Mohamed,"0763137514 / 0763655541/ 0720584859, 0722780918 / 0763175999",NOC@equitybank.co.ke / stan.ngure@equitybank.co.ke/ hawa.mohamed@equitybank.co.ke,,,,,,
Bens,95012080,,,,EQUITY BANK VOI,,,,"3°23'32.77""S ","38°33'46.98""E",Voi,Taita–Taveta,Coast,Difficult,Ceragon,SFC,WAN/IP MPLS,172.17.105.253,,Voi Hill,2Mbps,,,,,,,,,
Bens,95037500,95037500,,,H YOUNG_WITU ,,13118_CO_EL1030,Witu,"S 02 23 11.32,      ",E 040 26 48.06,Witu,Lamu,Coast,Hardship,Radwin,SFC,WAN/IP MPLS,172.17.20.65,1754,Malindi Shella,1MB,Humphrey Karegi / Narenda Patel ," 0719464153 / 0733 614 595, 0702348687",narenda.patel@hyoung.co.ke / humphreykaregi@gmail.com,,,,,,
Bens,95041712,,,,SAFARICOM LIMITED-RO-LAMU CAREDESK ,,14052_CO_EL1055,Lamu North,S 02 16 13.1 ,E 040 54 11.2,Lamu,Lamu,Coast,Hardship,Ceragon,SFC,WAN/IP MPLS,172.16.247.88/30,3527,Malindi Shella,5MB,SALIM MOHAMMED ,0720 348831,Smohamed@safaricom.co.ke,,,,,,
Bens,95037259,,,,SAFARICOM CARE DESK_HOLA,,13105_MK_EU1650,HOLA TOWN,"S 01 29 49.79, ",E 040 02 16.74,Hola,Tana River,Coast,Hardship,Ceragon,SFC,WAN/IP MPLS,172.16.246.248/30,3128,Malindi Shella,1MB,Ali Mohamed Kuso,720648308,Amohamed@safaricom.co.ke,,,,,,
Bens,95041713,,,,SAFARICOM LIMITED-RO-MPEKETONI ,,14052_CO_EL1055,Lamu North,S 02 23 22.49 , E 040 41 59.07,Mpeketoni,Lamu,Coast,Hardship,Ceragon,SFC,WAN/IP MPLS,172.16.246.245,3214,Malindi Shella,5MB,SALIM MOHAMMED , 0720 348831/0707924504,info@etalkwireless.co.ke,,,,,,
Bens,95044705,95044705,,Platinum,POSTAL CORPORATION OF KENYA - LAMU ,,14052_CO_EL1055,Lamu North,S 02 16 10.17 ,E 40 54 09.62,Lamu,Lamu,Coast,Hardship,Ceragon,SFC,WAN/IP MPLS,172.30.103.40/30,3541,Malindi Shella,1MB,Elvin ,0724 064794,pmrlamu@posta.co.ke,,,,,,
Bens,741470730,,,,KENYA WILDLIFE SERVICES LAMU,,,,S 02 16 07.95, E 40 54 10.17,Lamu,Lamu,Coast,Hardship,Fixed LTE,SFC,Internet,41.90.24.55,,Malindi Shella,1Mbps,JOSEPH MAITHA,712407684,jmaitha@kws.go.ke,,,,,,
Bens,700922881,700922881,,,MILELE GUEST HOUSE- HOLA,,,,S 01 29 54.0 ,E 040 01 34.9 ,Hola,Tana River,Coast,Hardship,Fixed LTE,SFC,Internet,41.90.30.53,,Malindi Shella,2MBPS,EDWARD MASHA,720915520,mileleguestltd@gmail.com,,,,,,
Bens,702665979,,,,CHINA CAMC ENGINEERING CO LTD,,,,S 01 29 54.0 ,E 040 01 34.9 ,Hola,Tana River,Coast,Hardship,Fixed LTE,SFC,Internet,41.90.240.186,,Malindi Shella,5MBPS,CHI MING JZE,705428824,chithomas@163.com,,,,,,
Bens,702667005,702667005,,,EQUATOR INN LTD,,,,S02˚ 41’ 33.31” ,E38˚ 10’ 0.73”,Mtito Andei,Makueni,Coast,Difficult,Fixed LTE,SFC,Internet,41.90.241.13,,Voi Hill,1MBPS,MEERA RAJNIKANT,729613201,Tsavoinn@gmail.com,,,,,,
Bens,702662845,,,,NEEMA YA MUNGU INVESTMENT - TAVETA,,,,S3˚ 23’ 44.0” ,E37˚ 40’ 54.7 ”,Taveta,Taita–Taveta,Coast,Difficult,Fixed LTE,SFC,Internet,41.90.31.181,,Voi Hill,1MBPS,WILLIAM WASWA ,O712465495/0705989757,williamwaswa01@gmail.com,,,,,,
Bens,758699623,,,,EIFAT PRODUCTION SHOP,,,,"2° 3'25.8""S ","40°08'46.17""E",Lamu,Lamu,Coast,Hardship,Fixed LTE,SFC,Internet,41.90.241.248,,Malindi Shella,1Mbps,ABDULHALIM KOMBO,0724721083- ,eiffatstudio@gmail.com,,,,,,
Bens,95045525,95045525,,,KPLC LTD- FAZA ISLAND,,14052_CO_EL1055,Lamu North,S 02 03 17.70, E 41 06 41.20,Lamu,Lamu,Coast,Hardship,Ceragon,SFC,WAN/IP MPLS,172.30.89.238,3546,Malindi Shella,2MBPS,NICKSON KILAMBYA ,721302925,nkilambya@kplc.co.ke,,,,,,
Bens,758709519,,,,STOPOVER GUEST HOUSE LAMU,,,,"2° 15'51.19""S ","40°54'00.92""E",Lamu,Lamu,Coast,Hardship,Fixed LTE,SFC,Internet,41.90.242.64,,Malindi Shella,2Mbps,BASSAMHAMID,0713279502- ,stopoverguestrestaurant@yahoo.com,,,,,,
Bens,797433852,797433852,,,DAVIS AND SHIRTLIFF LTD LAMU,,,,S02 16 16.21, E 40 54 18.10,Lamu,Lamu,Coast,Hardship,Fixed LTE,SFC,Internet,41.90.249.27,,Malindi Shella,1Mbps,WILFRED KARISA - ,721992929,wilfredkarisa@gmail.com,,,,,,
Bens,719319081,,,,SIFA FM LAMU,,,,"2°15'49.16""S","40°53'58.98""E",Lamu,Lamu,Coast,Hardship,Fixed LTE,SFC,Internet,41.90.250.211,,Malindi Shella,1Mbps,ROBERT MUTETI,745547983,muteti@sifafm.co.ke,,,,,,
Bens,95043965,,,,KEFRI LAMU,,LAM146788,KEFRI LAMU,"02° 14'14.94""S"," 40°51'02.08""E",Lamu,Lamu,Coast,Hardship,Fiber,SFC,Internet,197.248.50.42,949,Malindi Shella,2Mbps,HENRY M.KOMU,700091611,0,,,,,,
Bens,719197453,719197453,,,SAFARI DOCTORS INITIATIVE LAMU,,,,"2°4'35.27""S ","41°6'54.20""E",Lamu,Lamu,Coast,Hardship,Fixed LTE,SFC,Internet,41.90.253.25,,Malindi Shella,1Mbps,TAHRENI BWANAALI ,722832872,tbwana@gmail.com,,,,,,
Bens,719197086,719197086,,,LAMU COUNTY GOVERNMENT KING FAHAD,,,,"2°16'42.97""S ","40°54'23.88""E",Lamu,Lamu,Coast,Hardship,Fixed LTE,SFC,Internet,41.90.252.18,,Malindi Shella,2Mbps,ALI ATHMAN ,720858960,ictsupport@lamu.go.ke,,,,,,
Bens,758709512,,,,NORTHERN RANGELANDS COMPANY LIMITED- LAMU,,,,"2° 15'50.31""S ","40°54359.11""E",Lamu,Lamu,Coast,Hardship,Fixed LTE,SFC,Internet,41.90.243.52,,Malindi Shella,4Mbps,JAMES KINAMA,714247306,jameskinama@nrt-kenya.org,,,,,,
Bens,797572706,,,,BELLA ROSTA INVESTMENTS - PUBLIC WORKS HOLA,,,,"1°30'04.00""S "," 40°01'45.3""E",Hola,Tana River,Coast,Hardship,Fixed LTE,SFC,Internet,41.90.250.236,,Malindi Shella,1Mbps,TSAELE MAKORANI,724857749,makoranisale@gmail.com,,,,,,
Bens,797434272,,,,CHINA RAILWAY MOKOWE,,,,S 02 12 58.83, E 040 50 39.30,Lamu,Lamu,Coast,Hardship,Fixed LTE,SFC,Internet,41.90.249.229,,Malindi Shella,5Mbps ,LI JIEYANG,746265307,826562931@qq.com,,,,,,
Bens,758692764,758692764,,,CHALA HOTEL LTD ,,,,"S 3°23'28.34"" ","E 37°40'37.21""",Taveta,Taita–Taveta,Coast,Difficult,Fixed LTE,SFC,Internet,41.90.245.233,,Voi Hill,1Mbps,PETER NDERU - ,721677967,challahotelltd@gmail.com,,,,,,
Bens,95098033,95098033,,Platinum,DEFCO MARIAKANI,,13031_CO_EL0882,Mariakani Exchange,S 03 48 21.50  ,E 39 26 34.31,Mariakani,Kilifi,Coast,Normal,Radwin,SFC,WAN/IP MPLS,172.30.3.94,1791,Government Chemist,,Martin Okoth ,722692140,info@defco.or.ke,,,,,,
Bens,95010570,95010570,,Platinum,EQUITY  BANK-TAITA TAVETA BESPOKE,,13027_CO_EL0878,Taveta_TKL,S 03 23 14.05  ,E 037 39 24.67,Taveta,Taita–Taveta,Coast,Difficult,Ceragon,SFC,PTP,P2P ,,Voi Hill,P2P ,Benson Kinyanjui , 0763546718/0763068142,benson.kinyanjui@equitybank.co.ke,,,,,,
Bens,95098965,95098965,,,INTERNET SOLUTIONS - DTB VOI CERAGON,,13889_CO_EL0835,Mwakingali,S 3 23 37.12, E 038 33 45.15,Voi,Taita–Taveta,Coast,Difficult,Ceragon,SFC,PTP,N/A ,N/A ,Voi Hill,P2P ,Leonard ,721761361,leonard@is.co.ke,,,,,,
Bens,95014487,95014487,,,KCB MTITO ANDEI ,,13982_CO_EL0842,Mtito Andei Hill,S 02 41 30.56 ,E 038 9 51.98 ,Mtito Andei,Makueni,Coast,Difficult,Radwin,SFC,WAN/IP MPLS,N/A ,N/A ,Voi Hill,,Jonathan C. Boit,722873910,jcboit@kcb.co.ke / mgropsmtitoandei@kcb.co.ke,,,,,,
Bens,741502336,,,,WEST  FARM AGROVET LIMITED,,,,"3°51'52.4""S ","39°28'32.3""E",Mariakani,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.20.251,,Government Chemist,1MBPs,PURITY KENDI,721545695,westfarmagrovetco@gmail.com,,,,,,
Bens,741502088,741502088,,,ZAWADISHA  KENYA LIMITED,,,,S03˚33’38.48” ,E38˚ 44’55.05',Maungu,Taita–Taveta,Coast,Difficult,Fixed LTE,SFC,Internet,41.90.20.161,,Voi Hill,1MBPs,MONIKA MAKORI,723958880,monica@zawadisha.org,,,,,,
Bens,748588068,,,,MARIAKANI JUNIOR  ACADEMY,,,,S 3 51 36.282  ,E39 28 54.762,Mariakani,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.16.154,,Government Chemist,2 MBPs,NORMAN TAMBILI/ RAPHAEL SHANGA,0722707764 / 723446278,raphaelshanga@yahoo.com,,,,,,
Bens,95040759,95040759,,,KENYA SAFARIS  LODGES & HOTELS LIMITED - NGULIA ,,13982_CO_EL0842,Mtito Andei Hill,03 00 51.70 S,038 12 39.30 E,Mtito Andei,Makueni,Coast,Difficult,Radwin,SFC,Internet,41.90.12.250,748,Voi Hill,Internet 5MB,DOREEN KOMBO /Clive ,733220910/0720389862,d.kombo@kenya-safari.co.ke /  c.mkangi@kenya-safari.co.ke,,,,,,
Bens,95037582,95037582,,General Support,ROCKLAND KENYA LTD-MICROWAVE,,13025_CO_EL0876,Maungu Hill,S 03 51 28.39 ,E 0388 29 51.01 ,Kasigau,Taita–Taveta,Coast,Difficult,Radwin,SFC,Internet,197.24898.162  ,739,Voi Hill,2mbps,Alphonce Mmwanda / JOHN KIVUVA-,0725643456 / 721414051,mmwanda47@gmail.com / john.kivuva@inmholdings.co.ke,,,,,,
Bens,95005355,95005355,,Platinum, BASE TITANIUM ,,EL1457,Kwale_Town,S 04 23 02.67 ,E 039 26 46.41,Kwale,Kwale,Coast,Normal,Radwin,SFC,Internet,197.248.60.234 ,719,Diani Exchange,,Anastasia,0703 270963  ,payments@basetitanium.com,,,,,,
Bens,95021202,95021202,,General Support,TAITA TAVETA TEACHERS SACCO-WUNDANYI - INTERNET ( Qwetu sacco),,16562_CO_EL1690,Wundanyi Town,S 03 24 23.80  ,E 038 22 00.35,wundanyi,Taita–Taveta,Coast,Difficult,Radwin,SFC,Internet,197.248.56.230 ,725,Voi Hill,4 mbps,James  Mwamburi,725595210,,,,,,,
Bens,95032373,95032373,,General Support,CHARLES MWANDIMA MWAKULAMA,,MKN141129,Cooperative Bank - Mariakani,S 03 51 49.07  , E 39 28 28.30,Mariakani,Kilifi,Coast,Normal,Fiber,SFC,Internet,197.248.51.74,700,Mariakani Exchange,FFB10 ,Charles Mwakulama , 0726566440/0720466308,mmwakuluma@gmail.com,,,,,,
Bens,95013787,95013787,,,WORLD VISION-TAVETA,,13027_CO_EL0878,Taveta_TKL,S 03 23 03.95 ,E 037 40 20.66,Taveta,Taita–Taveta,Coast,Difficult,Ceragon,SFC,Internet,197.248.50.102 ,716,Voi Hill,2mb,Joseph Mwasi,720956219,josephh_mwasi@wvi.org,,,,,,
Bens,95036623,95036623,,Gold,YEHU  MICRO FINANCE-SAMBURU,,13560_CO_EL0881,Samburu,S 03°47'25.9'' ,E'039°15'52.8'',Samburu,Kwale,Coast,Normal,Radwin,SFC,Internet,197.248.26.54,780,Government Chemist,1 mbps,Henry / Nimrod / Lilian,0703830046 / 0708404997 / 0790408312,mis@yehu.org,,,,,,
Bens,95032173,95032173,,,Transeast Heavy Haulage and Transport,,MBS141513,Transeast - Mazeras,S3 56 55.2  ,E 39 32 11.9,Mazeras,kilifi,Coast,Normal,Fiber,SFC,Internet,197.248.237.198 ,700,Mariakani Exchange,20mb,Emanuel Akeno,728792510,systemadmin@transeastgroup.com,,,,,,
Bens,95024555,,,,Safaricom Ltd- Eye Centre Kwale District,,KWL141148,Kwale Eye Center,S 04 11 29.9 ,E 039 36 19.0,Kwale,Kwale,Coast,Normal,Fiber,SFC,Internet,197.248.208.50 ,700,Diani Exchange,5mb,Hellen Roberts / Oscar ,722785996,eyeskwale@africaonline.co.ke,,,,,,
Bens,95022765,95022765,,Platinum,SERENA HOTELS-KILAGUNI,,15738_CO_EL1227,Serena Kilaguni,S 02 54 25.2 , E 038 3 38.7 ,Mtito Andei,Makueni,Coast,Difficult,Radwin,SFC,Internet,197.248.187.110 ,,Voi Hill,2 mbps,Gilbert Toroitich ,739999019,Gtoroitich@serena.co.ke,,,,,,
Bens,95035880,,95035880,,ABEDNEGO KYARO MBITHI,,KLF141156,County luxury Hotel,S3 51 49.5  ,E 39 28 28.9,Mariakani,Kilifi,Coast,Normal,Fiber,SFC,Internet,197.248.106.210 ,705,Mariakani Exchange,FFB10,Abednego Kyalo / Eliud Safari,722869655/ 0720512192,eliudgnabry@gmail.com,,,,,,
Bens,95022764,95022764,,,SERENA HOTELS-KILAGUNI,,15738_CO_EL1227,Serena Kilaguni,S 02 54 25.2 ,E 038 3 38.7 ,Tsavo West,Makueni,Coast,Hardship,Radwin,SFC,WAN/IP MPLS,172.30.81.198  ,,Voi Hill,2 mbps,Gilbert Toroitich ,739999019,Gtoroitich@serena.co.ke,,,,,,
Bens,95021203,95021203,,,TAITA TAVETA TEACHERS SACCO-WUNDANYI - MPLS BACKHAUL ( Qwetu sacco),,16562_CO_EL1690,Wundanyi Town,S 03 24 23.80  ,E 038 22 00.35,Wundanyi,Taita–Taveta,Coast,Difficult,Radwin,SFC,WAN/IP MPLS,172.30.46.242,3119,Voi Hill,3 mbps,James Mwamburi ,725595210,,,,,,,
Bens,95021205,95021205,,,Taita Taveta teachers sacco Mwatate ( Qwetu sacco),,13559_CO_EL0872,Mwatate,"3°24'24.42""S  ","38°21'59.83""E",Mwatate,Taita–Taveta,Coast,Difficult,Radwin,SFC,WAN/IP MPLS,172.30.46.238 ,3118,Voi Hill,1 mbps,Newton Mdindi,715421522,newtonmdindi05@gmail.com,,,,,,
Bens,95015721,95015721,,Platinum,MADISON INSURANCE  LTD-VOI,,13889_CO_EL0835,Mwakingali,S 03 23 34.70 ,E 038 33 40.06,Voi,Taita–Taveta,Coast,Difficult,Fiber,SFC,WAN/IP MPLS,172.30.45.86,N/A ,Voi Hill,1 mbps,Josseph K. Ngovi ,723094812,jngovi@madison.co.ke,,,,,,
Bens,95011004,95011004,,Platinum,Co-Operative Bank Mariakani,,13031_CO_EL0882,Mariakani Exchange,S 3 51 49.55 , E 39 28 30.28,Mariakani,Kilifi,Coast,Normal,Wimax,SFC,WAN/IP MPLS,172.30.44.78,3297,Government Chemist,1MBPS,ANTHONY NJIHIA /Leonard Ogutu,720237821,"copipadmin@co-opbank.co.ke / coopIPAdmin@co-opbank.co.ke, logutu@co-opbank.co.ke",,,,,,
Bens,95001571,95001571,,,SMALL AND MEDIUM ENTERPRISES PROGRAM-VOI,,13889_CO_EL0835,Mwakingali,S 03 23 37.75  , E 038 33 39.77,Voi,Taita–Taveta,Coast,Difficult,Ceragon,SFC,WAN/IP MPLS,172.30.3.190,,Voi Hill,2 mbps,Marieta Mbului ,728962067,mariettambinya2017@gmail.com,,,,,,
Bens,95098318,95098318,,,KWS TSAVO WEST BESPOKE,,13982_CO_EL0842,Mtito Andei Hill,S 02 44 47.7  , E 038 07 50.5,Tsavo west,Makueni,Coast,Hardship,Radwin,SFC,WAN/IP MPLS,172.30.3.166 ,1823,Voi Hill,2mb,Patrick ,726867432,patrich@kws.go.ke,,,,,,
Bens,95036082,95036082,,,SMEP LTD-TAVETA,,13027_CO_EL0878,Taveta_TKL,S 03 23 46.14  ,E 037 40 31.97,Taveta,Taita–Taveta,Coast,Difficult,Radwin,SFC,WAN/IP MPLS,172.30.29.94,,Voi Hill,,Peneti Sankau,710421048,penetis@smep.co.ke,,,,,,
Bens,95009407,95009407,,,FINCHHATTONS CAMP-INTEX CONSTRUCTION-TSAVO WEST CAMP BESPOKE,,15026_CO_EL1384,Finch_Hatton,S 2 55 38.4  ,E 37 54 43.5,Tsavo West,Makueni,Coast,Hardship,Radwin,SFC,WAN/IP MPLS,172.30.29.222,3121,Voi Hill,0,WILLIAM KINAKA NZIOKA ,"direct 711938800, office 0716021818",william@finchhattons.com,,,,,,
Bens,95096873,95096873,,Platinum,KRA Lungalunga,,13140_CO_EL1074,Lunga Lunga,S 04 35 59.034,E 039 06 20.322,Lunga Lunga,Kwale,Coast,Difficult,Radwin,SFC,WAN/IP MPLS,172.30.27.22 ,2447,Diani Exchange, 6MB,Abedi Mwania ,721272601,"abedi.mwania@kra.go.ke, mwaniaabedi@gmail.com",,,,,,
Bens,95015959,95015959,,,KEPHIS-TAVETA Bespoke,,13027_CO_EL0878,Taveta_TKL,"3°23'30.08""S  3"," 37°40'30.60""E",Taveta,Taita–Taveta,Coast,Difficult,Ceragon,SFC,WAN/IP MPLS,172.30.26.222,3110,Voi Hill,0,stanley Elong'i,723818683,selongi@kephis.org,,,,,,
Bens,95008660,95008660,,,FAULU KENYA-VOI,,13889_CO_EL0835,Mwakingali,S 03 23 45.2 ,E 38 33 40.8 ,Voi,Taita–Taveta,Coast,Difficult,Ceragon,SFC,WAN/IP MPLS,172.30.25.30 ,,Voi Hill,2mbps,Gideon Amangalia,770231942,gideon.amangalia@faulukenya.com,,,,,,
Bens,95009480,95009480,,, KWS KISITE MPUNGUTI,,13136_CO_EL1070,Shimoni Exchange,S 04 38 47.33 , E 039 22 38.60,Shimoni,Kwale,Coast,Difficult,Ceragon,SFC,WAN/IP MPLS,"172.30.25.130,",3280,Diani Exchange,,KAMAU / Eric Aduda / Masud Salim,721882461/ 0724275149 / 0724535370,paulk@kws.co.ke,,,,,,
Bens,95007976,95007976,,Platinum,CO-Operative BANK--VOI,,13889_CO_EL0835,Mwakingali,S 03 23 29.52 ,E 038  33 36.40,voi,Taita–Taveta,Coast,Difficult,Ceragon,SFC,WAN/IP MPLS,172.30.24.246 ,3292,Voi Hill,2 mbps,N. Muia,020 3465203,nmuia@co-opbank.co.ke,,,,,,
Bens,95007796,,,,KENYA  INDUSTRIAL ESTATES LTD-VOI MPLS,,13889_CO_EL0835,Mwakingali,S 03 23 47.12,E 038 33 31.51,Voi,Taita–Taveta,Coast,Difficult,Ceragon,SFC,WAN/IP MPLS,172.30.24.233,,Voi Hill,1mbps,Caroline Mugo,773351228,cmugo@kie.co.ke,,,,,,
